5,
6,
7,
8,20
9,08 40
10,04 30 34 38 48 52 56
11,00 10 20 30 40 50
12,28 35 40 50 55
13,45 55
14,35 45
15,30 45
16,
17,
18,
19,
20,30 50
21,
22,
23,
24,
1,
