5,
6,
7,
8,20 31
9,15
10,12
11,20
12,
13,14 18 22
14,21
15,21
16,21
17,21
18,21
19,18 48 51 57
20,09 13 16 21 31 41 51
21,11 31 51
22,
23,
24,
1,
