5,
6,
7,
8,10 25 40 55
9,10 25 47
10,10 32 55
11,17 40
12,02 20 25 47
13,10 25 32 55
14,17 40 45
15,02 25 47
16,10 32 55
17,17 40
18,02 25
19,38
20,13
21,
22,
23,
24,
1,
