6,59
7,05 10 17 23 29 35 40 44 48 53
8,00 09 18 27 46 58
9,11 36 51
10,34 54
11,14 39 54
12,09 19 39 48
13,02 09 27 35 43 51
14,00 10 27 47
15,07 40 55
16,10 40 55
17,10 35 50
18,05 40 55

